geoid,geoid20,year,denom_total_hh,med_hh_inc_adj,med_hh_inc
1400000US06037296220,296220,2022,1933,44145.586,42407
1400000US06037296300,296300,2022,1968,98686.57,94800
1400000US06037296401,296401,2022,1364,118653.95,113981
1400000US06037296402,296402,2022,1217,147203.31,141406
1400000US06037296500,296500,2022,1266,67838.688,65167
1400000US06037296600,296600,2022,2208,49773.219,47813
1400000US06037296901,296901,2022,1670,60409.09,58030
1400000US06037296902,296902,2022,1662,63911.008,61394
1400000US06037297001,297001,2022,611,201042.66,193125
1400000US06037297002,297002,2022,1759,117932.54,113288
1400000US06037297110,297110,2022,1714,52196.66,50141
1400000US06037297120,297120,2022,1107,61833.176,59398
1400000US06037297201,297201,2022,1464,59624.18,57276
1400000US06037297202,297202,2022,1734,91417.289,87817
1400000US06037297300,297300,2022,853,118052.25,113403
1400000US06037297400,297400,2022,1746,98297.242,94426
1400000US06037297501,297501,2022,1074,163275.27,156845
1400000US06037297502,297502,2022,1030,99068.617,95167
1400000US06037297601,297601,2022,1357,92438.508,88798
1400000US06037297602,297602,2022,1814,91582.805,87976
1400000US06037300100,300100,2022,2196,165219.86,158713
1400000US06037300200,300200,2022,1956,132845.88,127614
1400000US06037300301,300301,2022,2073,135329.69,130000
1400000US06037300400,300400,2022,2066,115594.45,111042
1400000US06037300501,300501,2022,1098,105987.09,101813
1400000US06037300503,300503,2022,2298,58301.07,56005
1400000US06037300601,300601,2022,2277,100761.28,96793
1400000US06037300602,300602,2022,1325,113177.26,108720
1400000US06037300701,300701,2022,2189,148546.19,142696
1400000US06037300702,300702,2022,2258,144538.36,138846
1400000US06037300800,300800,2022,3017,96227.734,92438
1400000US06037300901,300901,2022,2141,163025.44,156605
1400000US06037300902,300902,2022,800,181700.92,174545
1400000US06037301000,301000,2022,2229,123242.66,118389
1400000US06037301100,301100,2022,2859,85422.18,82058
1400000US06037301203,301203,2022,1933,85339.945,81979
1400000US06037301204,301204,2022,2252,71897.539,69066
1400000US06037301205,301205,2022,685,124269.09,119375
1400000US06037301206,301206,2022,1943,79183.484,76065
1400000US06037301300,301300,2022,715,190198.59,182708
1400000US06037301400,301400,2022,1324,147412.55,141607
1400000US06037301501,301501,2022,594,116054.58,111484
1400000US06037301502,301502,2022,2505,59748.059,57395
1400000US06037301601,301601,2022,2338,40319.918,38732
1400000US06037301602,301602,2022,1744,70628.563,67847
1400000US06037301701,301701,2022,1073,88094.422,84625
1400000US06037301702,301702,2022,2162,72228.578,69384
1400000US06037301801,301801,2022,2872,72799.047,69932
1400000US06037301802,301802,2022,2558,81771.406,78551
1400000US06037301901,301901,2022,2077,98708.438,94821
1400000US06037301902,301902,2022,1188,96711.797,92903
1400000US06037302002,302002,2022,1915,54874.105,52713
1400000US06037302003,302003,2022,1619,63987,61467
1400000US06037302004,302004,2022,1656,60724.512,58333
1400000US06037302102,302102,2022,2662,92648.789,89000
1400000US06037302103,302103,2022,2016,57134.113,54884
1400000US06037302104,302104,2022,1456,81955.656,78728
1400000US06037302201,302201,2022,1897,37736.164,36250
1400000US06037302202,302202,2022,1985,52853.531,50772
1400000US06037302301,302301,2022,1478,84436.359,81111
1400000US06037302302,302302,2022,1941,61616.648,59190
1400000US06037302401,302401,2022,2889,72057.852,69220
1400000US06037302503,302503,2022,1557,48729.098,46810
1400000US06037302504,302504,2022,1376,56422.07,54200
1400000US06037302505,302505,2022,1503,55519.523,53333
1400000US06037302506,302506,2022,1260,71021.023,68224
1400000US06037310100,310100,2022,2142,167988.91,161373
1400000US06037310201,310201,2022,2151,96292.281,92500
1400000US06037310202,310202,2022,1989,97426.969,93590
1400000US06037310300,310300,2022,1136,136474.78,131100
1400000US06037310400,310400,2022,1386,110113.6,105777
1400000US06037310501,310501,2022,1719,75302.641,72337
1400000US06037310601,310601,2022,2627,83046.625,79776
1400000US06037310602,310602,2022,1208,114815.79,110294
1400000US06037310701,310701,2022,1211,21563.225,20714
1400000US06037310703,310703,2022,2166,73560.016,70663
1400000US06037310704,310704,2022,2415,61384.508,58967
1400000US06037310705,310705,2022,1457,34670.426,33305
1400000US06037310800,310800,2022,2391,102204.1,98179
1400000US06037310900,310900,2022,2657,102923.43,98870
1400000US06037311000,311000,2022,1545,111762.55,107361
1400000US06037311100,311100,2022,1552,95733.266,91963
1400000US06037311200,311200,2022,1337,91603.625,87996
1400000US06037311300,311300,2022,1698,121745.71,116951
1400000US06037311400,311400,2022,1067,135329.69,130000
1400000US06037311500,311500,2022,2579,130876.3,125722
1400000US06037311601,311601,2022,1010,98814.617,94923
1400000US06037311602,311602,2022,2991,83728.477,80431
1400000US06037311700,311700,2022,3045,125041.51,120117
1400000US06037311801,311801,2022,1400,76182.289,73182
1400000US06037311802,311802,2022,1783,106051.63,101875
1400000US06037320101,320101,2022,965,104729.56,100605
1400000US06037320102,320102,2022,1003,84856.922,81515
1400000US06037320201,320201,2022,1172,47997.277,46107
1400000US06037320202,320202,2022,1529,93408.719,89730
1400000US06037320300,320300,2022,2017,61793.617,59360
1400000US06037400205,400205,2022,955,218284.7,209688
1400000US06037400206,400206,2022,1883,178438.44,171411
1400000US06037400207,400207,2022,1563,151772.25,145795
1400000US06037400208,400208,2022,495,152920.47,146898
1400000US06037400209,400209,2022,1644,133016.59,127778
1400000US06037400304,400304,2022,2919,88295.336,84818
1400000US06037400402,400402,2022,1380,130277.73,125147
1400000US06037400403,400403,2022,1419,141208.2,135647
1400000US06037400404,400404,2022,1428,180341.39,173239
1400000US06037400501,400501,2022,737,173065.86,166250
1400000US06037400602,400602,2022,1501,85729.273,82353
1400000US06037400603,400603,2022,1902,98873.953,94980
1400000US06037400605,400605,2022,2526,102492.46,98456
1400000US06037400801,400801,2022,2003,122351.57,117533
1400000US06037401001,401001,2022,962,119083.88,114394
1400000US06037401002,401002,2022,1680,84230.242,80913
1400000US06037401101,401101,2022,1891,77443.977,74394
1400000US06037401102,401102,2022,1446,102968.2,98913
1400000US06037401201,401201,2022,1083,157201.05,151010
1400000US06037401202,401202,2022,1320,89629.891,86100
1400000US06037401203,401203,2022,1619,105085.59,100947
1400000US06037401303,401303,2022,813,137002.58,131607
1400000US06037401304,401304,2022,1937,141765.14,136182
1400000US06037401311,401311,2022,2503,99121.711,95218
1400000US06037401312,401312,2022,1916,82794.703,79534
1400000US06037401500,401500,2022,2003,94916.078,91178
1400000US06037401601,401601,2022,2355,98019.297,94159
1400000US06037401602,401602,2022,2184,86275.797,82878
1400000US06037401705,401705,2022,996,134277.23,128989
1400000US06037401706,401706,2022,1716,93911.516,90213
1400000US06037401707,401707,2022,2827,68341.492,65650
1400000US06037401801,401801,2022,1673,156562.92,150397
1400000US06037401802,401802,2022,1444,116157.63,111583
1400000US06037401901,401901,2022,155,90653.195,87083
1400000US06037401902,401902,2022,3179,100949.7,96974
1400000US06037402001,402001,2022,1450,67664.844,65000
1400000US06037402002,402002,2022,1764,79888.242,76742
1400000US06037402101,402101,2022,1098,99996.148,96058
1400000US06037402102,402102,2022,1356,101931.36,97917
1400000US06037402200,402200,2022,2169,92256.328,88623
1400000US06037402301,402301,2022,1416,73892.094,70982
1400000US06037402303,402303,2022,1101,70453.68,67679
1400000US06037402304,402304,2022,1049,54714.836,52560
1400000US06037402403,402403,2022,1158,85724.07,82348
1400000US06037402404,402404,2022,,,
1400000US06037402405,402405,2022,571,88937.633,85435
1400000US06037402406,402406,2022,1316,78622.383,75526
1400000US06037402501,402501,2022,1449,54437.93,52294
1400000US06037402503,402503,2022,1134,70890.898,68099
1400000US06037402504,402504,2022,814,36135.109,34712
1400000US06037402601,402601,2022,806,71627.922,68807
1400000US06037402602,402602,2022,1957,66772.711,64143
1400000US06037402702,402702,2022,1529,49834.637,47872
1400000US06037402703,402703,2022,1369,68497.641,65800
1400000US06037402705,402705,2022,907,98009.922,94150
1400000US06037402706,402706,2022,992,91582.805,87976
1400000US06037402801,402801,2022,1136,58218.832,55926
1400000US06037402803,402803,2022,791,77961.352,74891
1400000US06037402804,402804,2022,1037,59624.18,57276
1400000US06037402902,402902,2022,1758,68185.344,65500
1400000US06037402903,402903,2022,1020,61235.645,58824
1400000US06037402904,402904,2022,905,84847.555,81506
1400000US06037403000,403000,2022,1675,86693.242,83279
1400000US06037403305,403305,2022,687,124269.09,119375
1400000US06037403316,403316,2022,2661,96279.789,92488
1400000US06037403317,403317,2022,1736,115580.92,111029
1400000US06037403318,403318,2022,2216,110393.63,106046
1400000US06037403319,403319,2022,1714,86267.469,82870
1400000US06037403320,403320,2022,1771,150782.25,144844
1400000US06037403321,403321,2022,1755,119580.44,114871
1400000US06037403323,403323,2022,1797,89636.141,86106
1400000US06037403324,403324,2022,2293,108491.73,104219
1400000US06037403325,403325,2022,1611,120524.62,115778
1400000US06037403326,403326,2022,754,133033.25,127794
1400000US06037403327,403327,2022,861,134202.28,128917
1400000US06037403328,403328,2022,1728,95756.164,91985
1400000US06037403401,403401,2022,1484,115585.09,111033
1400000US06037403402,403402,2022,1080,103557.4,99479
1400000US06037403403,403403,2022,1683,158042.17,151818
1400000US06037403404,403404,2022,716,133377.81,128125
1400000US06037403407,403407,2022,798,162851.58,156438
1400000US06037403408,403408,2022,2038,139797.66,134292
1400000US06037403409,403409,2022,1382,131101.16,125938
1400000US06037403500,403500,2022,670,113508.3,109038
1400000US06037403601,403601,2022,2311,112850.38,108406
1400000US06037403702,403702,2022,1287,121374.08,116594
1400000US06037403703,403703,2022,1621,124573.06,119667
1400000US06037403721,403721,2022,1822,86098.828,82708
1400000US06037403722,403722,2022,1734,71261.492,68455
1400000US06037403801,403801,2022,2188,87584.336,84135
1400000US06037403802,403802,2022,2187,87917.453,84455
1400000US06037403901,403901,2022,900,111769.83,107368
1400000US06037403902,403902,2022,1527,108189.84,103929
1400000US06037404000,404000,2022,1352,101237.02,97250
1400000US06037404100,404100,2022,1480,74509.406,71575
1400000US06037404201,404201,2022,1050,65417.332,62841
1400000US06037404203,404203,2022,905,78421.477,75333
1400000US06037404301,404301,2022,1546,70492.195,67716
1400000US06037404302,404302,2022,647,86947.242,83523
1400000US06037404401,404401,2022,1100,96032.031,92250
1400000US06037404402,404402,2022,1242,94106.188,90400
1400000US06037404501,404501,2022,725,62093.426,59648
1400000US06037404503,404503,2022,882,89959.891,86417
1400000US06037404504,404504,2022,1466,74951.828,72000
1400000US06037404600,404600,2022,452,105329.18,101181
1400000US06037404701,404701,2022,1391,96756.563,92946
1400000US06037404702,404702,2022,1379,71992.273,69157
1400000US06037404703,404703,2022,762,83149.688,79875
1400000US06037404804,404804,2022,1105,81978.563,78750
1400000US06037404805,404805,2022,764,63363.441,60868
1400000US06037404806,404806,2022,1548,79693.57,76555
1400000US06037404901,404901,2022,1336,95109.703,91364
1400000US06037404902,404902,2022,870,81256.109,78056
1400000US06037404903,404903,2022,633,73934.773,71023
1400000US06037405001,405001,2022,1378,81165.539,77969
1400000US06037405002,405002,2022,754,72462.805,69609
1400000US06037405101,405101,2022,1288,77450.219,74400
1400000US06037405102,405102,2022,1475,67788.727,65119
1400000US06037405201,405201,2022,1473,69291.922,66563
1400000US06037405202,405202,2022,1228,74780.063,71835
1400000US06037405203,405203,2022,736,93131.813,89464
1400000US06037405301,405301,2022,1020,79376.07,76250
1400000US06037405302,405302,2022,1641,96506.727,92706
1400000US06037405400,405400,2022,1285,111814.59,107411
1400000US06037405500,405500,2022,1930,92099.141,88472
1400000US06037405600,405600,2022,1740,110085.5,105750
1400000US06037405701,405701,2022,1099,103163.91,99101
1400000US06037405702,405702,2022,1581,96461.961,92663
1400000US06037405800,405800,2022,1768,95997.68,92217
1400000US06037405900,405900,2022,1362,79064.813,75951
1400000US06037406000,406000,2022,1630,96372.438,92577
1400000US06037406101,406101,2022,1249,81848.438,78625
1400000US06037406103,406103,2022,2871,83894,80590
1400000US06037406201,406201,2022,1302,49332.875,47390
1400000US06037406300,406300,2022,1995,101314.05,97324
1400000US06037406413,406413,2022,2152,101781.46,97773
1400000US06037406500,406500,2022,2128,99769.211,95840
1400000US06037406601,406601,2022,1538,108638.51,104360
1400000US06037406602,406602,2022,1258,105506.15,101351
1400000US06037406701,406701,2022,974,97832.953,93980
1400000US06037406702,406702,2022,2250,101692.98,97688
1400000US06037406801,406801,2022,1363,111798.98,107396
1400000US06037406903,406903,2022,2185,84187.555,80872
1400000US06037407001,407001,2022,1294,87382.383,83941
1400000US06037407002,407002,2022,775,85481.516,82115
1400000US06037407101,407101,2022,1120,76448.781,73438
1400000US06037407102,407102,2022,1360,91335.047,87738
1400000US06037407201,407201,2022,838,93255.688,89583
1400000US06037407202,407202,2022,808,76543.516,73529
1400000US06037407301,407301,2022,981,82845.711,79583
1400000US06037407302,407302,2022,793,92104.344,88477
1400000US06037407400,407400,2022,569,125984.66,121023
1400000US06037407501,407501,2022,1038,78074.82,75000
1400000US06037407502,407502,2022,867,107085.34,102868
1400000US06037407601,407601,2022,1050,71616.469,68796
1400000US06037407602,407602,2022,1056,99805.648,95875
1400000US06037407701,407701,2022,1169,68427.898,65733
1400000US06037407702,407702,2022,1819,89715.258,86182
1400000US06037407801,407801,2022,1052,99592.242,95670
1400000US06037407802,407802,2022,788,120490.27,115745
1400000US06037407901,407901,2022,921,106587.74,102390
1400000US06037407902,407902,2022,546,85782.367,82404
1400000US06037408003,408003,2022,1306,109769.03,105446
1400000US06037408004,408004,2022,875,91737.914,88125
1400000US06037408005,408005,2022,1748,131787.17,126597
1400000US06037408006,408006,2022,1047,98575.188,94693
1400000US06037408133,408133,2022,1714,103579.27,99500
1400000US06037408134,408134,2022,867,128606.93,123542
1400000US06037408135,408135,2022,1391,86746.328,83330
1400000US06037408136,408136,2022,1000,126039.83,121076
1400000US06037408137,408137,2022,1488,85956.211,82571
1400000US06037408138,408138,2022,1304,81922.352,78696
1400000US06037408139,408139,2022,884,93089.133,89423
1400000US06037408140,408140,2022,858,76442.539,73432
1400000US06037408141,408141,2022,1023,96249.602,92459
1400000US06037408212,408212,2022,1388,72500.281,69645
1400000US06037408213,408213,2022,1822,77574.102,74519
1400000US06037408301,408301,2022,1619,83509.867,80221
1400000US06037408302,408302,2022,1070,104984.61,100850
1400000US06037408303,408303,2022,1285,113074.2,108621
1400000US06037408401,408401,2022,1280,91451.641,87850
1400000US06037408402,408402,2022,2011,119280.63,114583
1400000US06037408503,408503,2022,2063,140721.02,135179
1400000US06037408504,408504,2022,1552,101443.13,97448
1400000US06037408505,408505,2022,769,109478.59,105167
1400000US06037408623,408623,2022,1043,96850.25,93036
1400000US06037408624,408624,2022,1107,115697.52,111141
1400000US06037408625,408625,2022,1300,134958.05,129643
1400000US06037408626,408626,2022,1561,102303,98274
1400000US06037408627,408627,2022,914,120300.8,115563
1400000US06037408628,408628,2022,1933,79726.883,76587
1400000US06037408629,408629,2022,1003,124119.19,119231
1400000US06037408631,408631,2022,1505,93963.57,90263
1400000US06037408703,408703,2022,1856,158380.5,152143
1400000US06037408705,408705,2022,1871,83069.523,79798
1400000US06037408707,408707,2022,2296,131237.53,126069
1400000US06037408722,408722,2022,1317,114058.98,109567
1400000US06037408724,408724,2022,1646,61480.277,59059
1400000US06037408725,408725,2022,1953,83768.039,80469
1400000US06037408800,408800,2022,1935,53582.23,51472
1400000US06037408900,408900,2022,2564,80061.047,76908
1400000US06037409000,409000,2022,2334,74338.68,71411
1400000US06037409100,409100,2022,1436,90514.742,86950
1400000US06037430003,430003,2022,1616,146351.77,140588
1400000US06037430004,430004,2022,1157,93818.867,90124
1400000US06037430005,430005,2022,1384,123430.05,118569
1400000US06037430101,430101,2022,1922,60395.559,58017
1400000US06037430102,430102,2022,1303,95305.414,91552
1400000US06037430200,430200,2022,551,126871.59,121875
1400000US06037430301,430301,2022,1728,150913.42,144970
1400000US06037430302,430302,2022,2456,110489.41,106138
1400000US06037430400,430400,2022,1564,188680.81,181250
1400000US06037430501,430501,2022,2062,182636.78,175444
1400000US06037430502,430502,2022,3527,98010.969,94151
1400000US06037430600,430600,2022,1571,190171.53,182682
1400000US06037430701,430701,2022,1998,108165.9,103906
1400000US06037430721,430721,2022,1388,79428.117,76300
1400000US06037430723,430723,2022,1987,76565.375,73550
1400000US06037430724,430724,2022,2218,104507.83,100392
1400000US06037430801,430801,2022,2389,114365.04,109861
1400000US06037430802,430802,2022,1407,139569.67,134073
1400000US06037430803,430803,2022,1961,111666.77,107269
1400000US06037430901,430901,2022,1574,84837.141,81496
1400000US06037430902,430902,2022,1942,101497.27,97500
1400000US06037431002,431002,2022,1278,68477.867,65781
1400000US06037431003,431003,2022,1638,86858.758,83438
1400000US06037431004,431004,2022,1318,91145.586,87556
1400000US06037431100,431100,2022,2399,111459.62,107070
1400000US06037431200,431200,2022,1541,104533.86,100417
1400000US06037431300,431300,2022,915,113728.99,109250
1400000US06037431400,431400,2022,1374,82238.813,79000
1400000US06037431501,431501,2022,1604,62312.035,59858
1400000US06037431502,431502,2022,1448,103286.74,99219
1400000US06037431600,431600,2022,1474,107529.85,103295
1400000US06037431701,431701,2022,2323,116200.32,111624
1400000US06037431800,431800,2022,2037,75732.578,72750
1400000US06037431900,431900,2022,1541,87336.578,83897
1400000US06037432001,432001,2022,630,96292.281,92500
1400000US06037432002,432002,2022,1941,77033.82,74000
1400000US06037432101,432101,2022,1496,120697.43,115944
1400000US06037432102,432102,2022,1894,111298.26,106915
1400000US06037432201,432201,2022,1418,102649.65,98607
1400000US06037432202,432202,2022,1221,85231.68,81875
1400000US06037432300,432300,2022,1135,76253.078,73250
1400000US06037432401,432401,2022,1054,78074.82,75000
1400000US06037432402,432402,2022,1710,59057.875,56732
1400000US06037432501,432501,2022,1367,72988.508,70114
1400000US06037432502,432502,2022,966,113038.8,108587
1400000US06037432601,432601,2022,1907,72051.609,69214
1400000US06037432602,432602,2022,1162,64917.652,62361
1400000US06037432700,432700,2022,1555,68442.469,65747
1400000US06037432801,432801,2022,910,32731.047,31442
1400000US06037432802,432802,2022,1568,56741.656,54507
1400000US06037432901,432901,2022,1278,73119.672,70240
1400000US06037432902,432902,2022,896,84436.359,81111
1400000US06037433103,433103,2022,1956,64786.484,62235
1400000US06037433200,433200,2022,1773,71597.734,68778
1400000US06037433302,433302,2022,506,59901.086,57542
1400000US06037433304,433304,2022,1213,43591.773,41875
1400000US06037433305,433305,2022,1299,43482.469,41770
1400000US06037433306,433306,2022,843,57820.129,55543
1400000US06037433307,433307,2022,839,74279.344,71354
1400000US06037433402,433402,2022,1194,64608.477,62064
1400000US06037433403,433403,2022,1257,57854.484,55576
1400000US06037433505,433505,2022,1159,60691.203,58301
1400000US06037433506,433506,2022,1074,47065.582,45212
1400000US06037433601,433601,2022,1329,77848.922,74783
1400000US06037433602,433602,2022,851,61728.035,59297
1400000US06037433803,433803,2022,884,86986.805,83561
1400000US06037433804,433804,2022,1071,58201.137,55909
1400000US06037433901,433901,2022,1395,70404.75,67632
1400000US06037433903,433903,2022,1560,60311.238,57936
1400000US06037434001,434001,2022,1080,68387.297,65694
1400000US06037434003,434003,2022,996,73195.664,70313
1400000US06037434004,434004,2022,710,108979.96,104688
1400000US06037434100,434100,2022,1632,74124.234,71205
1400000US06037460001,460001,2022,651,236392.86,227083
1400000US06037460002,460002,2022,1115,194009.69,186369
1400000US06037460101,460101,2022,2431,182277.64,175099
1400000US06037460200,460200,2022,1965,144494.63,138804
1400000US06037460301,460301,2022,1614,181452.13,174306
1400000US06037460302,460302,2022,1644,71568.586,68750
1400000US06037460401,460401,2022,392,120755.72,116000
1400000US06037460501,460501,2022,1916,212493.64,204125
1400000US06037460502,460502,2022,1555,260249.41,250000
1400000US06037460601,460601,2022,1853,199162.63,191319
1400000US06037460700,460700,2022,1659,221385.84,212667
1400000US06037460800,460800,2022,1355,260249.41,250000
1400000US06037460900,460900,2022,2055,93180.734,89511
1400000US06037461000,461000,2022,1615,125459.99,120519
1400000US06037461100,461100,2022,1866,129713.51,124605
1400000US06037461200,461200,2022,1842,174367.09,167500
1400000US06037461300,461300,2022,2546,97696.586,93849
1400000US06037461400,461400,2022,1370,81816.164,78594
1400000US06037461501,461501,2022,1372,96552.531,92750
1400000US06037461502,461502,2022,1879,73811.938,70905
1400000US06037461600,461600,2022,1892,72042.242,69205
1400000US06037461700,461700,2022,676,148558.69,142708
1400000US06037461901,461901,2022,1795,55758.953,53563
1400000US06037461902,461902,2022,1480,41268.27,39643
1400000US06037462001,462001,2022,1292,87868.523,84408
1400000US06037462002,462002,2022,1278,40736.316,39132
1400000US06037462100,462100,2022,1871,91327.758,87731
1400000US06037462201,462201,2022,2051,46144.301,44327
1400000US06037462202,462202,2022,1961,102323.82,98294
1400000US06037462301,462301,2022,1930,85346.188,81985
1400000US06037462302,462302,2022,1710,72253.563,69408
1400000US06037462400,462400,2022,1564,138407.92,132957
1400000US06037462500,462500,2022,2756,123263.48,118409
1400000US06037462600,462600,2022,935,170463.36,163750
1400000US06037462700,462700,2022,2549,76339.477,73333
1400000US06037462800,462800,2022,1189,106820.93,102614
1400000US06037462900,462900,2022,1506,125381.91,120444
1400000US06037463000,463000,2022,1237,128823.45,123750
1400000US06037463103,463103,2022,2282,105125.14,100985
1400000US06037463200,463200,2022,1516,97940.18,94083
1400000US06037463300,463300,2022,939,137932.19,132500
1400000US06037463400,463400,2022,2834,120923.32,116161
1400000US06037463500,463500,2022,2885,108615.61,104338
1400000US06037463601,463601,2022,3731,89345.703,85827
1400000US06037463602,463602,2022,3751,112311.15,107888
1400000US06037463700,463700,2022,2041,182115.25,174943
1400000US06037463800,463800,2022,1642,220951.73,212250
1400000US06037463900,463900,2022,1726,132047.42,126847
1400000US06037464000,464000,2022,2735,139707.08,134205
1400000US06037464101,464101,2022,895,177195.48,170217
1400000US06037464102,464102,2022,1486,240823.34,231339
1400000US06037464200,464200,2022,2156,167568.34,160969
1400000US06037480002,480002,2022,1336,144044.92,138372
1400000US06037480011,480011,2022,1902,95316.867,91563
1400000US06037480012,480012,2022,1818,108638.51,104360
1400000US06037480101,480101,2022,1382,98684.492,94798
1400000US06037480102,480102,2022,1423,110009.51,105677
1400000US06037480201,480201,2022,1314,140653.34,135114
1400000US06037480202,480202,2022,1103,114154.76,109659
1400000US06037480302,480302,2022,1785,106903.16,102693
1400000US06037480303,480303,2022,1623,93002.727,89340
1400000US06037480304,480304,2022,1970,71690.383,68867
1400000US06037480400,480400,2022,2439,89857.875,86319
1400000US06037480500,480500,2022,2333,141949.39,136359
1400000US06037480601,480601,2022,1668,107929.59,103679
1400000US06037480602,480602,2022,1817,149576.78,143686
1400000US06037480702,480702,2022,1799,182786.69,175588
1400000US06037480703,480703,2022,1351,177497.38,170507
1400000US06037480704,480704,2022,2000,114683.59,110167
1400000US06037480802,480802,2022,1123,117532.8,112904
1400000US06037480803,480803,2022,1242,114886.58,110362
1400000US06037480804,480804,2022,2024,86873.336,83452
1400000US06037480901,480901,2022,1745,78251.789,75170
1400000US06037480902,480902,2022,1504,61646.836,59219
1400000US06037480903,480903,2022,1120,84711.18,81375
1400000US06037481001,481001,2022,1846,71141.773,68340
1400000US06037481002,481002,2022,2295,84995.375,81648
1400000US06037481101,481101,2022,1539,80183.883,77026
1400000US06037481102,481102,2022,1379,74057.609,71141
1400000US06037481103,481103,2022,1962,75038.234,72083
1400000US06037481201,481201,2022,1343,95887.328,92111
1400000US06037481203,481203,2022,2034,80269.242,77108
1400000US06037481300,481300,2022,873,84906.891,81563
1400000US06037481401,481401,2022,1784,85113.008,81761
1400000US06037481403,481403,2022,934,78645.289,75548
1400000US06037481404,481404,2022,1264,84281.25,80962
1400000US06037481500,481500,2022,1607,75572.266,72596
1400000US06037481603,481603,2022,1282,83159.055,79884
1400000US06037481604,481604,2022,1501,87400.078,83958
1400000US06037481605,481605,2022,1058,100282.42,96333
1400000US06037481606,481606,2022,1749,68997.32,66280
1400000US06037481711,481711,2022,1462,56930.078,54688
1400000US06037481712,481712,2022,1758,47983.742,46094
1400000US06037481713,481713,2022,1172,75412.992,72443
1400000US06037481714,481714,2022,1002,46658.555,44821
1400000US06037481800,481800,2022,930,105401.01,101250
1400000US06037481901,481901,2022,2025,100852.89,96881
1400000US06037481902,481902,2022,1186,77666.75,74608
1400000US06037482001,482001,2022,994,126726.88,121736
1400000US06037482002,482002,2022,2695,98632.438,94748
1400000US06037482101,482101,2022,1613,88973.023,85469
1400000US06037482102,482102,2022,1137,110679.91,106321
1400000US06037482201,482201,2022,1422,58496.777,56193
1400000US06037482202,482202,2022,1741,59263.992,56930
1400000US06037482301,482301,2022,1405,81689.164,78472
1400000US06037482303,482303,2022,1469,68437.266,65742
1400000US06037482304,482304,2022,889,60480.922,58099
1400000US06037482401,482401,2022,1013,66363.594,63750
1400000US06037482403,482403,2022,912,49561.895,47610
1400000US06037482404,482404,2022,1218,67485.789,64828
1400000US06037482502,482502,2022,924,67947.992,65272
1400000US06037482503,482503,2022,1091,70025.828,67268
1400000US06037482521,482521,2022,1501,78557.844,75464
1400000US06037482522,482522,2022,1555,91373.563,87775
1400000US06037482600,482600,2022,2381,106476.36,102283
1400000US06037482701,482701,2022,1428,80810.563,77628
1400000US06037482702,482702,2022,875,87021.156,83594
1400000US06037482801,482801,2022,1370,99473.57,95556
1400000US06037500100,500100,2022,1163,205336.78,197250
1400000US06037500202,500202,2022,1641,130479.68,125341
1400000US06037500203,500203,2022,1245,133480.88,128224
1400000US06037500204,500204,2022,955,178040.78,171029
1400000US06037500300,500300,2022,1156,141185.3,135625
1400000US06037500402,500402,2022,1239,72414.914,69563
1400000US06037500403,500403,2022,1095,94340.406,90625
1400000US06037500404,500404,2022,1259,88087.133,84618
1400000US06037500500,500500,2022,857,78563.047,75469
1400000US06037500600,500600,2022,1280,78740.016,75639
1400000US06037500700,500700,2022,1823,89135.422,85625
1400000US06037500800,500800,2022,1346,112217.46,107798
1400000US06037500900,500900,2022,1851,52538.109,50469
1400000US06037501001,501001,2022,764,99519.375,95600
1400000US06037501002,501002,2022,1364,106702.26,102500
1400000US06037501200,501200,2022,1465,102033.38,98015
1400000US06037501301,501301,2022,1110,84828.813,81488
1400000US06037501302,501302,2022,1581,100915.35,96941
1400000US06037501400,501400,2022,1269,67086.047,64444
1400000US06037501501,501501,2022,869,125626.55,120679
1400000US06037501503,501503,2022,1981,80656.492,77480
1400000US06037501504,501504,2022,1550,45843.453,44038
1400000US06037501600,501600,2022,2211,114075.64,109583
1400000US06037501700,501700,2022,1398,117298.57,112679
1400000US06037501802,501802,2022,1275,90002.57,86458
1400000US06037501803,501803,2022,1435,60931.672,58532
1400000US06037501804,501804,2022,820,55268.645,53092
1400000US06037501900,501900,2022,1316,97965.164,94107
1400000US06037502003,502003,2022,757,77785.422,74722
1400000US06037502004,502004,2022,1033,73520.453,70625
1400000US06037502005,502005,2022,1251,85832.336,82452
1400000US06037502100,502100,2022,1686,88831.445,85333
1400000US06037502200,502200,2022,1943,107899.4,103650
1400000US06037502303,502303,2022,2085,66389.625,63775
1400000US06037502401,502401,2022,1338,84531.086,81202
1400000US06037502402,502402,2022,971,92230.305,88598
1400000US06037502500,502500,2022,1154,77537.664,74484
1400000US06037502602,502602,2022,1299,67209.93,64563
1400000US06037502603,502603,2022,783,115919.25,111354
1400000US06037502604,502604,2022,1114,109449.45,105139
1400000US06037502700,502700,2022,2060,92731.023,89079
1400000US06037502801,502801,2022,1851,101757.52,97750
1400000US06037502901,502901,2022,1562,115705.84,111149
1400000US06037503000,503000,2022,1464,98157.75,94292
1400000US06037503103,503103,2022,1307,108757.19,104474
1400000US06037503104,503104,2022,694,82825.93,79564
1400000US06037503105,503105,2022,1024,117372.48,112750
1400000US06037503106,503106,2022,1196,89630.938,86101
1400000US06037503201,503201,2022,1085,122533.75,117708
1400000US06037503202,503202,2022,1354,94904.625,91167
1400000US06037503301,503301,2022,1104,144542.52,138850
